Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,3,"8,700",130 to 140,"1,400 to 1,500",Nov-24
SYMPHONY HEIGHTS,HUME AVENUE,21,Non-Landed Properties,2,"3,950",100 to 110,"1,100 to 1,200",Nov-24
JIA,WILKIE ROAD,09,Non-Landed Properties,3,"5,650",140 to 150,"1,500 to 1,600",Nov-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,2,"4,150",50 to 60,600 to 700,Nov-24
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Nov-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Nov-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,150",40 to 50,500 to 600,Nov-24
FIFTH AVENUE CONDOMINIUM,FIFTH AVENUE,10,Non-Landed Properties,4,"9,700",210 to 220,"2,300 to 2,400",Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,4,"5,300",130 to 140,"1,400 to 1,500",Nov-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,5,"5,400",130 to 140,"1,300 to 1,400",Nov-24
SUITES AT ORCHARD,HANDY ROAD,09,Non-Landed Properties,1,"3,950",50 to 60,500 to 600,Nov-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,2,"3,150",90 to 100,"900 to 1,000",Nov-24
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,1,"2,400",30 to 40,400 to 500,Nov-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"4,200",70 to 80,800 to 900,Nov-24
FLO RESIDENCE,PUNGGOL FIELD WALK,19,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Nov-24
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Nov-24
THE WINDSOR,ONTARIO AVENUE,20,Non-Landed Properties,3,"4,500",130 to 140,"1,400 to 1,500",Nov-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"3,900",70 to 80,800 to 900,Nov-24
GOODVIEW APARTMENTS,LORONG 8 GEYLANG,14,Non-Landed Properties,NA,"4,600",120 to 130,"1,200 to 1,300",Nov-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"3,500",110 to 120,"1,200 to 1,300",Nov-24
KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,Non-Landed Properties,3,"3,300",70 to 80,800 to 900,Nov-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,800",80 to 90,800 to 900,Nov-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-24
THE ATELIER,MAKEWAY AVENUE,09,Non-Landed Properties,NA,"3,900",50 to 60,500 to 600,Nov-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",Nov-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,2,"6,200",90 to 100,"1,000 to 1,100",Nov-24
SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,Non-Landed Properties,1,"2,800",30 to 40,400 to 500,Nov-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,100",70 to 80,800 to 900,Nov-24
NOMA,GUILLEMARD ROAD,14,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Nov-24
NON-LANDED HOUSING DEVELOPMENT,TAMPINES AVENUE 1,18,Non-Landed Properties,NA,"2,845",120 to 130,"1,300 to 1,400",Nov-24
NON-LANDED HOUSING DEVELOPMENT,BALMORAL CRESCENT,10,Non-Landed Properties,NA,"6,900",230 to 240,"2,500 to 2,600",Nov-24
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Nov-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Nov-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"8,000",100 to 110,"1,100 to 1,200",Nov-24
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"2,950",40 to 50,400 to 500,Nov-24
SPRING GROVE,GRANGE ROAD,10,Non-Landed Properties,3,"6,400",120 to 130,"1,300 to 1,400",Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Nov-24
HUME PARK I,HUME AVENUE,21,Non-Landed Properties,3,"4,600",130 to 140,"1,400 to 1,500",Nov-24
SOPHIA RESIDENCE,SOPHIA ROAD,09,Non-Landed Properties,3,"6,700",130 to 140,"1,400 to 1,500",Nov-24
BALMORAL HEIGHTS,BALMORAL CRESCENT,10,Non-Landed Properties,3,"5,800",100 to 110,"1,100 to 1,200",Nov-24
TRELLIS TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Nov-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"6,200",130 to 140,"1,400 to 1,500",Nov-24
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,1,"2,350",40 to 50,400 to 500,Nov-24
REGAL 35,LORONG 35 GEYLANG,14,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Nov-24
448@EAST COAST,EAST COAST ROAD,15,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Nov-24
ORCHID PARK CONDOMINIUM,YISHUN STREET 81,27,Non-Landed Properties,2,"3,000",80 to 90,800 to 900,Nov-24
PARK NATURA,BUKIT BATOK EAST AVENUE 6,23,Non-Landed Properties,4,"8,250",230 to 240,"2,500 to 2,600",Nov-24
PARK COLONIAL,WOODLEIGH LANE,13,Non-Landed Properties,4,"9,800",130 to 140,"1,400 to 1,500",Nov-24
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,700",110 to 120,"1,200 to 1,300",Nov-24
FULCRUM,FORT ROAD,15,Non-Landed Properties,1,"3,250",40 to 50,400 to 500,Nov-24
THE WATERSIDE,TANJONG RHU ROAD,15,Non-Landed Properties,NA,"8,515",220 to 230,"2,400 to 2,500",Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,750",90 to 100,"1,000 to 1,100",Nov-24
RV SUITES,RIVER VALLEY ROAD,10,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Nov-24
BEDOK COURT,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"5,600",210 to 220,"2,200 to 2,300",Nov-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,3,"4,700",80 to 90,"900 to 1,000",Nov-24
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,1,"3,650",40 to 50,500 to 600,Nov-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,1,"3,800",40 to 50,400 to 500,Nov-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,1,"4,000",40 to 50,400 to 500,Nov-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Nov-24
DUCHESS RESIDENCES,DUCHESS AVENUE,10,Non-Landed Properties,4,"10,800",250 to 260,"2,700 to 2,800",Nov-24
THE ESTUARY,YISHUN AVENUE 1,27,Non-Landed Properties,2,"3,850",100 to 110,"1,100 to 1,200",Nov-24
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,Nov-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"3,389",60 to 70,700 to 800,Nov-24
RV ALTITUDE,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"3,800",40 to 50,400 to 500,Nov-24
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Nov-24
MERA SPRINGS,CARLISLE ROAD,08,Non-Landed Properties,4,"6,250",140 to 150,"1,500 to 1,600",Nov-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"8,000",100 to 110,"1,100 to 1,200",Nov-24
TREE HOUSE,CHESTNUT AVENUE,23,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Nov-24
WATERFORD RESIDENCE,KIM YAM ROAD,09,Non-Landed Properties,2,"5,650",90 to 100,"1,000 to 1,100",Nov-24
THE SCOTTS TOWER,SCOTTS ROAD,09,Non-Landed Properties,1,"4,100",60 to 70,600 to 700,Nov-24
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-Landed Properties,4,"7,600",220 to 230,"2,300 to 2,400",Nov-24
TYRWHITT 139,TYRWHITT ROAD,08,Non-Landed Properties,1,"3,300",60 to 70,700 to 800,Nov-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,1,"3,200",50 to 60,600 to 700,Nov-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"8,200",120 to 130,"1,300 to 1,400",Nov-24
NON-LANDED HOUSING DEVELOPMENT,RACE COURSE ROAD,08,Non-Landed Properties,NA,"2,200",30 to 40,300 to 400,Nov-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,3,"6,100",120 to 130,"1,300 to 1,400",Nov-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"5,800",120 to 130,"1,300 to 1,400",Nov-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"7,200",80 to 90,"900 to 1,000",Nov-24
HOLLAND GEMS,TAMAN NAKHODA,10,Non-Landed Properties,4,"7,600",190 to 200,"2,000 to 2,100",Nov-24
THE VIRIDIAN,JALAN AMPAS,12,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Nov-24
GRANGE INFINITE,GRANGE ROAD,09,Non-Landed Properties,4,"14,000",230 to 240,"2,500 to 2,600",Nov-24
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"3,600",90 to 100,"1,000 to 1,100",Nov-24
THE FORD @ HOLLAND,FORD AVENUE,10,Non-Landed Properties,1,"3,550",50 to 60,500 to 600,Nov-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,1,"3,600",50 to 60,600 to 700,Nov-24
SUITES DE LAUREL,JALAN ANAK BUKIT,21,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Nov-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,2,"3,000",50 to 60,600 to 700,Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Nov-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,1,"3,150",60 to 70,600 to 700,Nov-24
COMPASS HEIGHTS,SENGKANG SQUARE,19,Non-Landed Properties,1,"2,800",50 to 60,600 to 700,Nov-24
M5,JALAN MUTIARA,10,Non-Landed Properties,1,"3,250",40 to 50,400 to 500,Nov-24
CRANE COURT,CRANE ROAD,15,Non-Landed Properties,2,"3,900",90 to 100,"900 to 1,000",Nov-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,4,"7,000",140 to 150,"1,500 to 1,600",Nov-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,2,"4,000",70 to 80,700 to 800,Nov-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Nov-24
TWIN VEW,WEST COAST VALE,05,Non-Landed Properties,2,"4,200",60 to 70,700 to 800,Nov-24
HILLINGTON GREEN,HILLVIEW AVENUE,23,Non-Landed Properties,2,"3,900",90 to 100,"900 to 1,000",Nov-24
PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,Non-Landed Properties,3,"6,400",100 to 110,"1,000 to 1,100",Nov-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"5,800",90 to 100,"1,000 to 1,100",Nov-24
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Nov-24
EIGHT COURTYARDS,CANBERRA DRIVE,27,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Nov-24
WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,09,Non-Landed Properties,3,"6,000",140 to 150,"1,500 to 1,600",Nov-24
LAKEVILLE,JURONG LAKE LINK,22,Non-Landed Properties,3,"5,050",80 to 90,800 to 900,Nov-24
THE M,MIDDLE ROAD,07,Non-Landed Properties,2,"5,700",60 to 70,700 to 800,Nov-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,100",80 to 90,"900 to 1,000",Nov-24
SYMPHONY SUITES,YISHUN CLOSE,27,Non-Landed Properties,3,"3,400",70 to 80,700 to 800,Nov-24
SEASCAPE,COVE WAY,04,Non-Landed Properties,4,"15,250",260 to 270,"2,800 to 2,900",Nov-24
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,Nov-24
RESIDENCE TWENTY-TWO,TELOK KURAU ROAD,15,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Nov-24
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,3,"6,900",90 to 100,"1,000 to 1,100",Nov-24
TIARA,KIM SENG WALK,09,Non-Landed Properties,4,"7,300",140 to 150,"1,500 to 1,600",Nov-24
D'LOTUS,LORONG AMPAS,12,Non-Landed Properties,2,"3,700",70 to 80,800 to 900,Nov-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,1,"3,400",50 to 60,600 to 700,Nov-24
RIVERSIDE 48,ROBERTSON QUAY,09,Non-Landed Properties,NA,"4,000",70 to 80,800 to 900,Nov-24
THE ATRIA AT MEYER,MEYER ROAD,15,Non-Landed Properties,NA,"5,900",120 to 130,"1,300 to 1,400",Nov-24
WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Nov-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,3,"6,300",110 to 120,"1,100 to 1,200",Nov-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Nov-24
KOVAN REGENCY,KOVAN RISE,19,Non-Landed Properties,1,"3,488",40 to 50,500 to 600,Nov-24
PARC SOPHIA,ADIS ROAD,09,Non-Landed Properties,1,"3,800",60 to 70,700 to 800,Nov-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"2,900",130 to 140,"1,400 to 1,500",Nov-24
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,650",90 to 100,"1,000 to 1,100",Nov-24
VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"4,000",100 to 110,"1,000 to 1,100",Nov-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,600",50 to 60,500 to 600,Nov-24
POSHGROVE EAST,EAST COAST ROAD,15,Non-Landed Properties,1,"3,350",50 to 60,500 to 600,Nov-24
SAM KIANG MANSIONS,ST. THOMAS WALK,09,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Nov-24
PERMAI RESIDENCES,KAMPONG BAHRU ROAD,04,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-Landed Properties,3,"6,000",90 to 100,"900 to 1,000",Nov-24
HILLVISTA,ELIZABETH DRIVE,23,Non-Landed Properties,3,"4,700",100 to 110,"1,100 to 1,200",Nov-24
THE MERASAGA,JALAN MERAH SAGA,10,Non-Landed Properties,3,"5,800",120 to 130,"1,300 to 1,400",Nov-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,4,"15,000",300 to 310,"3,200 to 3,300",Nov-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Nov-24
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,NA,"2,600",50 to 60,500 to 600,Nov-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,2,"4,300",70 to 80,800 to 900,Nov-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,2,"6,200",100 to 110,"1,100 to 1,200",Nov-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Nov-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,4,"8,200",120 to 130,"1,300 to 1,400",Nov-24
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,2,"4,450",60 to 70,600 to 700,Nov-24
MON JERVOIS,JERVOIS ROAD,10,Non-Landed Properties,2,"6,000",140 to 150,"1,500 to 1,600",Nov-24
URBAN EDGE @ HOLLAND V,FORD AVENUE,10,Non-Landed Properties,3,"5,850",110 to 120,"1,200 to 1,300",Nov-24
LAGUNA GREEN,JALAN HAJIJAH,16,Non-Landed Properties,2,"4,000",100 to 110,"1,100 to 1,200",Nov-24
TREASURES @ G20,LORONG 20 GEYLANG,14,Non-Landed Properties,1,"2,200",30 to 40,400 to 500,Nov-24
SCOTTS 28,SCOTTS ROAD,09,Non-Landed Properties,3,"7,500",150 to 160,"1,600 to 1,700",Nov-24
THE MARBELLA,MOUNT SINAI RISE,10,Non-Landed Properties,4,"7,800",160 to 170,"1,700 to 1,800",Nov-24
THE CENTRIS,JURONG WEST CENTRAL 3,22,Non-Landed Properties,3,"6,300",120 to 130,"1,300 to 1,400",Nov-24
THE ESTUARY,YISHUN AVENUE 1,27,Non-Landed Properties,3,"4,750",120 to 130,"1,300 to 1,400",Nov-24
SUMMER GREEN,BOON TECK ROAD,12,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Nov-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,4,"8,800",190 to 200,"2,000 to 2,100",Nov-24
VITRA,TEMBELING ROAD,15,Non-Landed Properties,3,"7,100",160 to 170,"1,700 to 1,800",Nov-24
BAYVILLE CONDOMINIUM,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,3,"3,400",90 to 100,"1,000 to 1,100",Nov-24
THE BENCOOLEN,BENCOOLEN STREET,07,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Nov-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"8,500",140 to 150,"1,500 to 1,600",Nov-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"3,400",130 to 140,"1,400 to 1,500",Nov-24
LE QUEST,BUKIT BATOK STREET 41,23,Non-Landed Properties,NA,"2,650",40 to 50,400 to 500,Nov-24
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Nov-24
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,04,Non-Landed Properties,2,"4,900",100 to 110,"1,100 to 1,200",Nov-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,2,"6,700",120 to 130,"1,300 to 1,400",Nov-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,4,"9,500",130 to 140,"1,400 to 1,500",Nov-24
ARDMORE PARK,ARDMORE PARK,10,Non-Landed Properties,4,"15,000",260 to 270,"2,800 to 2,900",Nov-24
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,200",50 to 60,600 to 700,Nov-24
BUCKLEY CLASSIQUE,BUCKLEY ROAD,11,Non-Landed Properties,2,"6,000",100 to 110,"1,000 to 1,100",Nov-24
NEWTON EDGE,MAKEWAY AVENUE,09,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Nov-24
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,2,"6,500",100 to 110,"1,100 to 1,200",Nov-24
THE ORCHARD RESIDENCES,ORCHARD BOULEVARD,09,Non-Landed Properties,3,"18,000",200 to 210,"2,100 to 2,200",Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Nov-24
CASA CAMBIO,LIM TUA TOW ROAD,19,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Nov-24
R66 APARTMENTS,RANGOON ROAD,08,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Nov-24
LAKE GRANDE,JURONG LAKE LINK,22,Non-Landed Properties,3,"5,400",80 to 90,"900 to 1,000",Nov-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Nov-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,3,"7,500",160 to 170,"1,800 to 1,900",Nov-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,500",80 to 90,"900 to 1,000",Nov-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,3,"3,900",100 to 110,"1,100 to 1,200",Nov-24
KIM SIA COURT,JALAN JINTAN,09,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Nov-24
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,3,"5,000",120 to 130,"1,300 to 1,400",Nov-24
THE STELLAR,WEST COAST ROAD,05,Non-Landed Properties,3,"6,200",160 to 170,"1,700 to 1,800",Nov-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,100",50 to 60,500 to 600,Nov-24
KOVAN REGENCY,KOVAN RISE,19,Non-Landed Properties,3,"4,500",80 to 90,800 to 900,Nov-24
THE MEYERISE,MEYER ROAD,15,Non-Landed Properties,3,"7,000",110 to 120,"1,200 to 1,300",Nov-24
CITY GATE,BEACH ROAD,07,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Nov-24
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Nov-24
RITZ MANSIONS,BALESTIER ROAD,12,Non-Landed Properties,3,"4,500",140 to 150,"1,500 to 1,600",Nov-24
THE CATHAY RESIDENCE,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,591",90 to 100,"1,000 to 1,100",Nov-24
FERNWOOD TOWERS,FERNWOOD TERRACE,15,Non-Landed Properties,3,"5,250",150 to 160,"1,600 to 1,700",Nov-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,4,"13,000",200 to 210,"2,200 to 2,300",Nov-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,3,"8,500",140 to 150,"1,500 to 1,600",Nov-24
HIGHGATE,TOH TUCK ROAD,21,Non-Landed Properties,3,"3,300",100 to 110,"1,100 to 1,200",Nov-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"6,900",80 to 90,"900 to 1,000",Nov-24
KOVAN RESIDENCES,KOVAN ROAD,19,Non-Landed Properties,2,"4,050",80 to 90,"900 to 1,000",Nov-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",40 to 50,500 to 600,Nov-24
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,04,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Nov-24
RV POINT,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"4,000",70 to 80,800 to 900,Nov-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,19,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Nov-24
WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,Non-Landed Properties,2,"4,400",80 to 90,800 to 900,Nov-24
MAYSPRINGS,PETIR ROAD,23,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Nov-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Nov-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"7,050",210 to 220,"2,200 to 2,300",Nov-24
RV ALTITUDE,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"4,000",40 to 50,400 to 500,Nov-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
TIONG BAHRU ESTATE,GUAN CHUAN STREET,03,Non-Landed Properties,NA,"5,000",90 to 100,"1,000 to 1,100",Nov-24
THE CENTRIS,JURONG WEST CENTRAL 3,22,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Nov-24
ASCENT @ 456,BALESTIER ROAD,12,Non-Landed Properties,3,"4,200",70 to 80,700 to 800,Nov-24
LAKEHOLMZ,CORPORATION ROAD,22,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Nov-24
TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Nov-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,800",60 to 70,600 to 700,Nov-24
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,4,"16,000",230 to 240,"2,500 to 2,600",Nov-24
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,3,"4,000",90 to 100,"900 to 1,000",Nov-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,2,"4,300",60 to 70,600 to 700,Nov-24
CAVENAGH GARDENS,CAVENAGH ROAD,09,Non-Landed Properties,3,"3,400",90 to 100,"1,000 to 1,100",Nov-24
TREVOSE PARK,TREVOSE CRESCENT,11,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Nov-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"3,500",120 to 130,"1,300 to 1,400",Nov-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Nov-24
ASTRID MEADOWS,CORONATION ROAD WEST,10,Non-Landed Properties,NA,"8,700",190 to 200,"2,000 to 2,100",Nov-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"3,800",60 to 70,600 to 700,Nov-24
THE ESSENCE,CHONG KUO ROAD,26,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Nov-24
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Nov-24
38 AMBER,AMBER ROAD,15,Non-Landed Properties,3,"5,100",110 to 120,"1,100 to 1,200",Nov-24
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,4,"8,500",160 to 170,"1,700 to 1,800",Nov-24
ECHELON,ALEXANDRA VIEW,03,Non-Landed Properties,4,"8,500",140 to 150,"1,500 to 1,600",Nov-24
