Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
WATERWOODS,PUNGGOL FIELD WALK,19,Executive Condominium,4,"5,000",110 to 120,"1,200 to 1,300",Apr-24
TWIN WATERFALLS,PUNGGOL WALK,19,Executive Condominium,3,"4,000",80 to 90,"900 to 1,000",Apr-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,3,"4,100",80 to 90,800 to 900,Apr-24
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,200",100 to 110,"1,000 to 1,100",Apr-24
BELLEWATERS,ANCHORVALE CRESCENT,19,Executive Condominium,3,"5,500",110 to 120,"1,200 to 1,300",Apr-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"4,400",180 to 190,"1,900 to 2,000",Apr-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"4,000",120 to 130,"1,200 to 1,300",Apr-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,2,"3,600",80 to 90,800 to 900,Apr-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"4,000",120 to 130,"1,300 to 1,400",Apr-24
THE VALES,ANCHORVALE CRESCENT,19,Executive Condominium,4,"5,500",130 to 140,"1,400 to 1,500",Apr-24
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"4,100",110 to 120,"1,200 to 1,300",Apr-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"4,600",100 to 110,"1,000 to 1,100",Apr-24
WINDERMERE,CHOA CHU KANG STREET 64,23,Executive Condominium,3,"4,400",110 to 120,"1,200 to 1,300",Apr-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,3,"4,000",100 to 110,"1,100 to 1,200",Apr-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,2,"3,200",80 to 90,"900 to 1,000",Apr-24
TWIN FOUNTAINS,WOODLANDS AVENUE 6,25,Executive Condominium,4,"4,700",110 to 120,"1,200 to 1,300",Apr-24
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3,"4,400",100 to 110,"1,100 to 1,200",Apr-24
PARK GREEN,RIVERVALE LINK,19,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Apr-24
SIGNATURE AT YISHUN,YISHUN STREET 51,27,Executive Condominium,3,"4,100",100 to 110,"1,000 to 1,100",Apr-24
THE VALES,ANCHORVALE CRESCENT,19,Executive Condominium,3,"3,800",80 to 90,"900 to 1,000",Apr-24
PARK GREEN,RIVERVALE LINK,19,Executive Condominium,3,"3,900",120 to 130,"1,300 to 1,400",Apr-24
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,4,"4,700",100 to 110,"1,100 to 1,200",Apr-24
WESTMERE,JURONG EAST STREET 13,22,Executive Condominium,3,"4,000",100 to 110,"1,000 to 1,100",Apr-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3,"4,800",90 to 100,"1,000 to 1,100",Apr-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"3,700",90 to 100,"900 to 1,000",Apr-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,300",110 to 120,"1,200 to 1,300",Apr-24
THE VALES,ANCHORVALE CRESCENT,19,Executive Condominium,4,"5,000",110 to 120,"1,200 to 1,300",Apr-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"3,800",120 to 130,"1,200 to 1,300",Apr-24
TWIN WATERFALLS,PUNGGOL WALK,19,Executive Condominium,3,"4,500",100 to 110,"1,100 to 1,200",Apr-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,3,"3,850",80 to 90,800 to 900,Apr-24
THE VALES,ANCHORVALE CRESCENT,19,Executive Condominium,2,"3,600",70 to 80,700 to 800,Apr-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,2,"3,550",90 to 100,"1,000 to 1,100",Apr-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,100",110 to 120,"1,200 to 1,300",Apr-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,200",110 to 120,"1,200 to 1,300",Apr-24
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Apr-24
WATERCOLOURS,PASIR RIS LINK,18,Executive Condominium,3,"3,400",80 to 90,"900 to 1,000",Apr-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"3,800",100 to 110,"1,000 to 1,100",Apr-24
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,500",110 to 120,"1,100 to 1,200",Apr-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"5,300",130 to 140,"1,300 to 1,400",Apr-24
1 CANBERRA,CANBERRA DRIVE,27,Executive Condominium,3,"3,900",90 to 100,"1,000 to 1,100",Apr-24
WATERCOLOURS,PASIR RIS LINK,18,Executive Condominium,2,"3,700",60 to 70,700 to 800,Apr-24
THE VALES,ANCHORVALE CRESCENT,19,Executive Condominium,2,"3,500",70 to 80,700 to 800,Apr-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"3,900",120 to 130,"1,200 to 1,300",Apr-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"3,700",120 to 130,"1,200 to 1,300",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,300",110 to 120,"1,200 to 1,300",Mar-24
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,2,"3,400",70 to 80,700 to 800,Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,1,"3,000",50 to 60,500 to 600,Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"3,800",110 to 120,"1,200 to 1,300",Mar-24
BISHAN LOFT,BISHAN STREET 11,20,Executive Condominium,4,"5,500",130 to 140,"1,400 to 1,500",Mar-24
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,300",100 to 110,"1,100 to 1,200",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,1,"3,200",50 to 60,500 to 600,Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"3,500",110 to 120,"1,100 to 1,200",Mar-24
BISHAN LOFT,BISHAN STREET 11,20,Executive Condominium,4,"5,500",130 to 140,"1,400 to 1,500",Mar-24
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"4,300",130 to 140,"1,400 to 1,500",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,3,"4,200",100 to 110,"1,000 to 1,100",Mar-24
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3,"3,600",100 to 110,"1,100 to 1,200",Mar-24
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,150",90 to 100,"1,000 to 1,100",Mar-24
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3,"3,900",110 to 120,"1,100 to 1,200",Mar-24
BLOSSOM RESIDENCES,SEGAR ROAD,23,Executive Condominium,3,"4,300",130 to 140,"1,400 to 1,500",Mar-24
RIVERPARC RESIDENCE,PUNGGOL DRIVE,19,Executive Condominium,3,"4,500",100 to 110,"1,000 to 1,100",Mar-24
THE VISIONAIRE,CANBERRA DRIVE,27,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"3,800",100 to 110,"1,000 to 1,100",Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,3,"4,550",100 to 110,"1,000 to 1,100",Mar-24
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"4,300",120 to 130,"1,300 to 1,400",Mar-24
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,3,"4,000",100 to 110,"1,100 to 1,200",Mar-24
FORESTVILLE,WOODLANDS DRIVE 16,25,Executive Condominium,3,"2,100",110 to 120,"1,200 to 1,300",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,2,"3,200",50 to 60,600 to 700,Mar-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,4,"4,500",100 to 110,"1,100 to 1,200",Mar-24
THE CANOPY,YISHUN AVENUE 11,27,Executive Condominium,2,"3,700",80 to 90,"900 to 1,000",Mar-24
INZ RESIDENCE,CHOA CHU KANG AVENUE 5,23,Executive Condominium,3,"4,300",90 to 100,"900 to 1,000",Mar-24
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"4,150",120 to 130,"1,300 to 1,400",Mar-24
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,4,"5,000",130 to 140,"1,400 to 1,500",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,2,"3,500",70 to 80,700 to 800,Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,100",120 to 130,"1,300 to 1,400",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,500",110 to 120,"1,200 to 1,300",Mar-24
WATERWOODS,PUNGGOL FIELD WALK,19,Executive Condominium,4,"5,400",110 to 120,"1,200 to 1,300",Mar-24
THE RAINFOREST,CHOA CHU KANG AVENUE 3,23,Executive Condominium,3,"5,000",80 to 90,"900 to 1,000",Mar-24
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,050",90 to 100,"1,000 to 1,100",Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,3,"3,900",80 to 90,"900 to 1,000",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"3,400",110 to 120,"1,200 to 1,300",Mar-24
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"4,200",120 to 130,"1,300 to 1,400",Mar-24
ECOPOLITAN,PUNGGOL WALK,19,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
1 CANBERRA,CANBERRA DRIVE,27,Executive Condominium,3,"3,500",80 to 90,"900 to 1,000",Mar-24
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,4,"6,000",250 to 260,"2,700 to 2,800",Mar-24
THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"3,800",110 to 120,"1,200 to 1,300",Mar-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"4,100",120 to 130,"1,200 to 1,300",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,800",120 to 130,"1,300 to 1,400",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"5,000",110 to 120,"1,200 to 1,300",Mar-24
TREASURE CREST,ANCHORVALE CRESCENT,19,Executive Condominium,3,"4,100",80 to 90,"900 to 1,000",Mar-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,2,"3,400",80 to 90,800 to 900,Mar-24
BISHAN LOFT,BISHAN STREET 11,20,Executive Condominium,3,"5,200",100 to 110,"1,100 to 1,200",Mar-24
WATERBAY,EDGEFIELD PLAINS,19,Executive Condominium,3,"4,500",100 to 110,"1,000 to 1,100",Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"3,700",120 to 130,"1,300 to 1,400",Mar-24
WATERBAY,EDGEFIELD PLAINS,19,Executive Condominium,3,"4,300",100 to 110,"1,000 to 1,100",Mar-24
TWIN WATERFALLS,PUNGGOL WALK,19,Executive Condominium,3,"4,400",90 to 100,"1,000 to 1,100",Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,100",120 to 130,"1,200 to 1,300",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,2,"3,600",90 to 100,"900 to 1,000",Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,2,"3,600",70 to 80,700 to 800,Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
LILYDALE,YISHUN AVENUE 6,27,Executive Condominium,3,"3,800",110 to 120,"1,200 to 1,300",Mar-24
BELLEWOODS,WOODLANDS AVENUE 5,25,Executive Condominium,2,"3,750",70 to 80,700 to 800,Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,100",110 to 120,"1,200 to 1,300",Mar-24
LAKE LIFE,TAO CHING ROAD,22,Executive Condominium,3,"4,200",120 to 130,"1,300 to 1,400",Mar-24
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,500",100 to 110,"1,100 to 1,200",Mar-24
THE RAINFOREST,CHOA CHU KANG AVENUE 3,23,Executive Condominium,3,"3,900",80 to 90,"900 to 1,000",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,3,"4,000",100 to 110,"1,000 to 1,100",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"3,800",110 to 120,"1,200 to 1,300",Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,3,"4,350",90 to 100,"900 to 1,000",Mar-24
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,800",100 to 110,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,300",120 to 130,"1,300 to 1,400",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3,"4,500",90 to 100,"1,000 to 1,100",Mar-24
LAKE LIFE,TAO CHING ROAD,22,Executive Condominium,3,"4,300",100 to 110,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"3,900",110 to 120,"1,200 to 1,300",Mar-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"3,900",100 to 110,"1,000 to 1,100",Mar-24
ECOPOLITAN,PUNGGOL WALK,19,Executive Condominium,4,"5,000",110 to 120,"1,100 to 1,200",Mar-24
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,4,"5,000",120 to 130,"1,300 to 1,400",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,600",110 to 120,"1,100 to 1,200",Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,350",110 to 120,"1,200 to 1,300",Mar-24
BELYSA,PASIR RIS DRIVE 1,18,Executive Condominium,3,"4,200",100 to 110,"1,100 to 1,200",Mar-24
THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"4,000",120 to 130,"1,300 to 1,400",Mar-24
TWIN WATERFALLS,PUNGGOL WALK,19,Executive Condominium,3,"4,200",100 to 110,"1,100 to 1,200",Mar-24
THE TERRACE,EDGEDALE PLAINS,19,Executive Condominium,3,"4,200",90 to 100,"1,000 to 1,100",Mar-24
THE TOPIARY,FERNVALE LANE,28,Executive Condominium,3,"4,200",90 to 100,"1,000 to 1,100",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,2,"3,700",70 to 80,800 to 900,Mar-24
NORTHWAVE,WOODLANDS VIEW,25,Executive Condominium,2,"2,700",60 to 70,600 to 700,Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,250",110 to 120,"1,100 to 1,200",Mar-24
THE TOPIARY,FERNVALE LANE,28,Executive Condominium,3,"3,900",100 to 110,"1,000 to 1,100",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,4,"4,350",110 to 120,"1,200 to 1,300",Mar-24
EASTVALE,PASIR RIS DRIVE 3,18,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,000",150 to 160,"1,700 to 1,800",Mar-24
WANDERVALE,CHOA CHU KANG AVENUE 3,23,Executive Condominium,3,"4,200",100 to 110,"1,000 to 1,100",Mar-24
ECOPOLITAN,PUNGGOL WALK,19,Executive Condominium,3,"4,300",100 to 110,"1,000 to 1,100",Mar-24
BISHAN LOFT,BISHAN STREET 11,20,Executive Condominium,3,"4,500",110 to 120,"1,100 to 1,200",Mar-24
WATERWOODS,PUNGGOL FIELD WALK,19,Executive Condominium,4,"5,350",110 to 120,"1,200 to 1,300",Mar-24
PARK GREEN,RIVERVALE LINK,19,Executive Condominium,3,"3,750",100 to 110,"1,100 to 1,200",Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"4,100",110 to 120,"1,200 to 1,300",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3,"4,600",90 to 100,"1,000 to 1,100",Mar-24
PINEVALE,TAMPINES STREET 73,18,Executive Condominium,3,"4,500",120 to 130,"1,200 to 1,300",Mar-24
WINDERMERE,CHOA CHU KANG STREET 64,23,Executive Condominium,3,"4,300",130 to 140,"1,400 to 1,500",Mar-24
NORTHWAVE,WOODLANDS VIEW,25,Executive Condominium,3,"3,400",100 to 110,"1,100 to 1,200",Mar-24
WESTMERE,JURONG EAST STREET 13,22,Executive Condominium,3,"3,750",110 to 120,"1,200 to 1,300",Mar-24
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,2,"3,500",70 to 80,700 to 800,Mar-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,3,"4,400",90 to 100,"1,000 to 1,100",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,1,"2,700",40 to 50,400 to 500,Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,4,"4,900",100 to 110,"1,100 to 1,200",Mar-24
SKYPARK RESIDENCES,SEMBAWANG CRESCENT,27,Executive Condominium,3,"3,800",100 to 110,"1,100 to 1,200",Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,4,"5,100",100 to 110,"1,000 to 1,100",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"4,400",110 to 120,"1,200 to 1,300",Mar-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,4,"5,400",110 to 120,"1,200 to 1,300",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,2,"4,000",70 to 80,800 to 900,Mar-24
THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"4,150",120 to 130,"1,300 to 1,400",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,1,"2,800",40 to 50,400 to 500,Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"4,000",110 to 120,"1,100 to 1,200",Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"3,900",90 to 100,"900 to 1,000",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3,"5,000",100 to 110,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,500",110 to 120,"1,200 to 1,300",Mar-24
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,4,"5,200",110 to 120,"1,200 to 1,300",Mar-24
THE TOPIARY,FERNVALE LANE,28,Executive Condominium,3,"3,400",80 to 90,"900 to 1,000",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,2,"3,600",60 to 70,700 to 800,Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"4,100",110 to 120,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,4,"5,000",240 to 250,"2,600 to 2,700",Mar-24
YEW MEI GREEN,CHOA CHU KANG NORTH 6,23,Executive Condominium,3,"4,000",120 to 130,"1,300 to 1,400",Mar-24
THE VISIONAIRE,CANBERRA DRIVE,27,Executive Condominium,3,"4,000",80 to 90,800 to 900,Mar-24
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"4,200",110 to 120,"1,200 to 1,300",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"4,500",120 to 130,"1,200 to 1,300",Mar-24
THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"4,100",110 to 120,"1,200 to 1,300",Mar-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,2,"3,500",80 to 90,"900 to 1,000",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,19,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
WHITEWATER,PASIR RIS STREET 72,18,Executive Condominium,3,"4,000",100 to 110,"1,100 to 1,200",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,500",120 to 130,"1,200 to 1,300",Mar-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,3,"4,500",90 to 100,"1,000 to 1,100",Mar-24
THE VISIONAIRE,CANBERRA DRIVE,27,Executive Condominium,3,"4,100",80 to 90,800 to 900,Mar-24
THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
WHITEWATER,PASIR RIS STREET 72,18,Executive Condominium,3,"3,900",100 to 110,"1,100 to 1,200",Mar-24
CITYLIFE@TAMPINES,TAMPINES CENTRAL 7,18,Executive Condominium,4,"5,400",140 to 150,"1,500 to 1,600",Mar-24
THE BROWNSTONE,CANBERRA DRIVE,27,Executive Condominium,4,"5,000",110 to 120,"1,100 to 1,200",Mar-24
TWIN WATERFALLS,PUNGGOL WALK,19,Executive Condominium,3,"3,650",80 to 90,"900 to 1,000",Mar-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,2,"3,500",80 to 90,"900 to 1,000",Mar-24
PRIVE,PUNGGOL FIELD,19,Executive Condominium,2,"3,650",70 to 80,800 to 900,Mar-24
THE TERRACE,EDGEDALE PLAINS,19,Executive Condominium,3,"4,400",90 to 100,"1,000 to 1,100",Mar-24
THE RIVERVALE,RIVERVALE LINK,19,Executive Condominium,3,"4,000",120 to 130,"1,200 to 1,300",Mar-24
HERON BAY,UPPER SERANGOON VIEW,19,Executive Condominium,3,"2,150",110 to 120,"1,200 to 1,300",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,000",120 to 130,"1,200 to 1,300",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,500",120 to 130,"1,200 to 1,300",Mar-24
LA CASA,WOODLANDS DRIVE 16,25,Executive Condominium,3,"3,800",100 to 110,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,500",120 to 130,"1,300 to 1,400",Mar-24
BISHAN LOFT,BISHAN STREET 11,20,Executive Condominium,3,"6,000",130 to 140,"1,300 to 1,400",Mar-24
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3,"4,600",110 to 120,"1,100 to 1,200",Mar-24
SOL ACRES,CHOA CHU KANG GROVE,23,Executive Condominium,2,"3,700",70 to 80,800 to 900,Mar-24
WINDERMERE,CHOA CHU KANG STREET 64,23,Executive Condominium,3,"3,950",130 to 140,"1,400 to 1,500",Mar-24
SIGNATURE AT YISHUN,YISHUN STREET 51,27,Executive Condominium,4,"4,600",110 to 120,"1,100 to 1,200",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,000",120 to 130,"1,300 to 1,400",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"3,000",110 to 120,"1,200 to 1,300",Mar-24
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3,"4,300",110 to 120,"1,100 to 1,200",Mar-24
1 CANBERRA,CANBERRA DRIVE,27,Executive Condominium,3,"3,750",100 to 110,"1,000 to 1,100",Mar-24
SIGNATURE AT YISHUN,YISHUN STREET 51,27,Executive Condominium,4,"4,500",120 to 130,"1,300 to 1,400",Mar-24
BLOSSOM RESIDENCES,SEGAR ROAD,23,Executive Condominium,3,"4,000",90 to 100,"1,000 to 1,100",Mar-24
THE VISIONAIRE,CANBERRA DRIVE,27,Executive Condominium,3,"3,850",80 to 90,"900 to 1,000",Mar-24
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,3,"3,800",120 to 130,"1,300 to 1,400",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"5,500",110 to 120,"1,200 to 1,300",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
THE CRITERION,YISHUN STREET 51,27,Executive Condominium,3,"4,050",80 to 90,"900 to 1,000",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,3,"4,400",90 to 100,"1,000 to 1,100",Mar-24
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3,"3,600",100 to 110,"1,100 to 1,200",Mar-24
WOODSVALE,WOODLANDS DRIVE 72,25,Executive Condominium,3,"4,200",120 to 130,"1,300 to 1,400",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,200",120 to 130,"1,200 to 1,300",Mar-24
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3,"4,000",110 to 120,"1,200 to 1,300",Mar-24
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,2,"3,600",70 to 80,800 to 900,Mar-24
TREASURE CREST,ANCHORVALE CRESCENT,19,Executive Condominium,3,"4,300",100 to 110,"1,100 to 1,200",Mar-24
HERON BAY,UPPER SERANGOON VIEW,19,Executive Condominium,4,"4,500",140 to 150,"1,500 to 1,600",Mar-24
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"4,500",110 to 120,"1,200 to 1,300",Mar-24
TWIN FOUNTAINS,WOODLANDS AVENUE 6,25,Executive Condominium,3,"4,300",100 to 110,"1,100 to 1,200",Mar-24
SIGNATURE AT YISHUN,YISHUN STREET 51,27,Executive Condominium,3,"4,000",100 to 110,"1,000 to 1,100",Mar-24
